B B
C1=CC=CC[NH+]=CC=CNCC=CC=CCC=CC=CCNCC=C[NH2+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCC=CC=CCC=CC=CCNCC=[CH:1][NH2+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCC=CC=CCC=CCCNC=CC=[NH+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCC=CC=CCC=CCCN[CH:1]=CC=[NH+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCC=CC=CCC=CCCNCC=C[NH2+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCC=CC=CCC=CCCNCC=[CH:1][NH2+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCC=CC=CCCC=CCCNC=CC=[NH+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCC=CC=CCCC=CCCN[CH:1]=CC=[NH+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCC=CC=CCCC=CCCNCC=C[NH2+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCC=CC=CCCC=CCCNCC=[CH:1][NH2+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCCC=CCCC=CC=CCNC=CC=[NH+]CCC=CCC=C1 C1=CC=[CH:1]CC=CCC[NH+]=CC=CNCC=CC=CCCC=CCCNC=CC=[NH+]CC=C1
C1=CC=CC[NH+]=CC=CNCCC=CCCC=CC=CCNC=CC=[NH+]CCC=CCC=C1 C1=CCCC=CCCNC=CC=[NH+]CC=CC=C[CH:1]=CCC=CCC[NH+]=CC=CNCC=C1
C1=CC=CC[NH+]=CC=CNCCC=CCCC=CCCNC=CC=[NH+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCCC=CCCC=CCCN[CH:1]=CC=[NH+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCCC=CCCC=CCCNCC=C[NH2+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCCC=CCCC=CCCNCC=[CH:1][NH2+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCCC=CCCCC=CCCNC=CC=[NH+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCCC=CCCCC=CCCN[CH:1]=CC=[NH+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCCC=CCCCC=CCCNCC=C[NH2+]CC=CC=C1 C1=CC=CC[NH+]=CC=CNCCC=CCCCC=CCCNCC=[CH:1][NH2+]CC=CC=C1
C1=CC=CC[NH+]=CC=CNCCCCCCCCCCNC=CC=[NH+]CCC=CCC=C1 C1=CC=[CH:1]CC=CCC[NH+]=CC=CNCCCCCCCCCCNC=CC=[NH+]CC=C1
C1=CC=CC[NH+]=CC=CNCCCCCCCCCCNC=CC=[NH+]CCC=CCC=C1 C1=CC[NH+]=CC=CNCCCCCCCCCCNC=CC=[NH+]CCC=CCC=[CH:1]C=C1
C1=CC=CC[NH+]=CNCC=CC=CSC=CC=CCNC=[NH+]CC=CC=CCC=C1 C1=CC=CC[NH+]=CNCC=CC=C[S:1]C=CC=CCNC=[NH+]CC=CC=CCC=C1
C1=CC=CC[NH+]=CNCC=CC=CSC=CC=CCNC=[NH+]CCC=CCCC=C1 C1=CC=CC[NH+]=CNCC=CC=C[S:1]C=CC=CCNC=[NH+]CCC=CCCC=C1
C1=CC=CC[NH+]=CNCC=CC=CSCC=CCCNC=[NH+]CC=CC=CCC=C1 C1=CC=CC[NH+]=CNCC=CC=C[S:1]CC=CCCNC=[NH+]CC=CC=CCC=C1
C1=CC=CC[NH+]=CNCCC=CCSC=CC=CCNC=[NH+]CC=CC=CCC=C1 C1=CC=CC[NH+]=CNCCC=CC[S:1]C=CC=CCNC=[NH+]CC=CC=CCC=C1
C1=CC=CC[NH+]=CNCCC=CCSC=CC=CCNC=[NH+]CCC=CCCC=C1 C1=CC=CC[NH+]=CNCCC=CC[S:1]C=CC=CCNC=[NH+]CCC=CCCC=C1
C1=CC=CN=CC=CC=COCC=NCCOC=CC=CC=NC=CC=C1 C1=CC=CN=CC=CC=COCCN=CCOC=CC=C[CH:1]=NC=CC=C1
C1=CC=CN=CC=CC=COCC=NCCOCC=CCC=NC=CC=C1 C1=CC=CN=CCC=CCOCCN=CCOC=CC=C[CH:1]=NC=CC=C1
C1=CC=CN=CC=CC=COCCCCCOC=CC=CC=NC=CC=C1 C1=CC=CN=CC=CC=COCC[CH2:1]CCOC=CC=CC=NC=CC=C1
C1=CC=CN=CC=CC=COCCCCCOCC=CCC=NC=CC=C1 C1=CC=CN=CC=CC=COCC[CH2:1]CCOCC=CCC=NC=CC=C1
C1=CC=CN=CC=CC=COCCN=CCOCC=CCC=NC=CC=C1 C1=CC=CN=CC=CC=COCCN=CCOCC=CC[CH:1]=NC=CC=C1
C1=CC=CN=CCCOCC=NCCOCCC=NC=CC=C1 C1=CC=CN=CCCOCCN=CCOCC[CH:1]=NC=CC=C1
C1=CC=CN=CN=CC=C1 C1=CC=NC=N[CH:1]=CC=C1
C1=CC=CN=CN=CC=C1 C1=CC=[CH:1]C=NC=NC=C1
C1=CC=CN=NC=CC=CC=CCC=CCN=NCC=CCC=C1 C1=CC=CN=NC=CC=CC=CC[CH:1]=CCN=NCC=CCC=C1
C1=CC=CN=NCC=CCC=CC=CC=CN=NCC=CCC=C1 C1=CC=CN=NCC=CCC=CC=CC=[CH:1]N=NCC=CCC=C1
C1=CC=CN=NCC=CCC=CC=CC=CN=NCC=CCC=C1 C1=CC=CN=NCC=[CH:1]CC=CC=CC=CN=NCC=CCC=C1
C1=CC=CN=NCC=CCC=CCC=CCN=NCC=CCC=C1 C1=CC=CN=NCC=CCC=CC[CH:1]=CCN=NCC=CCC=C1
C1=CC=CNC=C1 C1=CC=C[NH:1]C=C1
C1=CC=CNC=C1 C1=CC=[CH:1]NC=C1
C1=CC=CNC=C1 C1=CC=[CH:1][NH:1]C=C1
C1=CC=CNC=C1 C1=CNC=C[CH:1]=C1
C1=CC=CNC=C1 C1=CNC=[CH:1]C=C1
C1=CC=CNCC=C1 C1=CC=C[NH:1]CC=C1
C1=CC=CNCC=C1 C1=CC=[CH:1]CNC=C1
C1=CC=CNCC=C1 C1=CCNC=C[CH:1]=C1
C1=CC=CNCC=C1 C1=CNCC=[CH:1]C=C1
C1=CC=CNCC=C1 C1=CNC[CH:1]=[CH:1]C=C1
C1=CC=CNCCCC=CC=CCCNC=C1 C1=CC=CNCC[CH:1]=CC=CCCCNC=C1
C1=CC=CNCCCC=NC=CCCCNC=C1 C1=CC=CNCCC[CH:1]=NC=CCCCNC=C1
C1=CC=CNCCCCC=CC=CCCCCNC=C1 C1=CCCCCNC=CC=[CH:1]C=CNCCCCC=C1
C1=CC=CNCCCCC=CCCCCNC=C1 C1=CC=CNCCC[CH2:1]C=CCCCCNC=C1
C1=CC=CNCCCCC=CCCCNC=C1 C1=CC=CNCCC[CH2:1]C=CCCCNC=C1
C1=CC=CNCCCCC=CCCCNC=C1 C1=CC=CNCCC[CH2:1][CH:1]=[CH:1]CCCNC=C1
C1=CC=CNCCCCC=CCCCNC=C1 C1=CC=CNCCC[CH:1]=CCCCCNC=C1
C1=CC=CNCCCCC=CCCCNC=C1 C1=CCCCNC=C[CH:1]=[CH:1]C=CNCCCC1
C1=CC=CNCCCCC=CCCCNC=C1 C1=CNCCCC=CCCCCNC=C[CH:1]=C1
C1=CC=CNCCCCC=CCCCNC=C1 C1=CNCCCCC=CCCCNC=C[CH:1]=C1
C1=CC=CNCCCCCCCCCCNC=C1 C1=CNCCCCCCCCCCNC=C[CH:1]=C1
C1=CC=CNCCCCCCCCCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCCCCCCCCCN1
C1=CC=CNCCCCCCCCCNC=C1 C1=CNCCCCCCCCCNC=C[CH:1]=C1
C1=CC=CNCCCCCCCCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCCCCCCCCN1
C1=CC=CNCCCCCCCNC=C1 C1=CNCCCCCCCNC=C[CH:1]=C1
C1=CC=CNCCCCCCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCCCCCCN1
C1=CC=CNCCCCCCNC=C1 C1=CNCCCCCCNC=C[CH:1]=C1
C1=CC=CNCCCCCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCCCCCN1
C1=CC=CNCCCCCN=CCCCCCNC=C1 C1=CNCCCCCN=CCCCCCNC=C[CH:1]=C1
C1=CC=CNCCCCSCCCCNC=C1 C1=CNCCCCSCCCCNC=C[CH:1]=C1
C1=CC=CNCCCCSCCCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCCCSCCCCN1
C1=CC=CNCCCN=CCCCCNC=C1 C1=CC=CNCC[CH2:1]N=CCCCCNC=C1
C1=CC=CNCCCOCCCNC=C1 C1=CNCCCOCCCNC=C[CH:1]=C1
C1=CC=CNCCCOCCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCCOCCCN1
C1=CC=CNCCNCCNCCNC=C1 C1=CC=CNCC[NH:1]CCNCCNC=C1
C1=CC=CNCCNCCNCCNCCNC=C1 C1=CC=CNCCNCC[NH:1]CCNCCNC=C1
C1=CC=CNCCNCCOCCNCCNC=C1 C1=CC=CNCC[NH:1]CCOCCNCCNC=C1
C1=CC=CNCCNCCOCCOCCNCCNC=C1 C1=CC=CNCC[NH:1]CCOCCOCCNCCNC=C1
C1=CC=CNCCOCCCNC=C1 C1=CC=CNCC[CH2:1]OCCNC=C1
C1=CC=CNCCOCCCNC=C1 C1=CNCCCOCCNC=C[CH:1]=C1
C1=CC=CNCCOCCCNC=C1 C1=CNCCOCCCNC=C[CH:1]=C1
C1=CC=CNCCOCCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCOCCCN1
C1=CC=CNCCOCCNCCNCCNC=C1 C1=CC=CNCCOCC[NH:1]CCNCCNC=C1
C1=CC=CNCCOCCNCCOCCNC=C1 C1=CC=CNCCOCC[NH:1]CCOCCNC=C1
C1=CC=CNCCOCCNCCOCCNC=C1 C1=CNCCOCCNCCOCCNC=C[CH:1]=C1
C1=CC=CNCCOCCNCCOCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCOCCNCCOCCN1
C1=CC=CNCCOCCNCCOCCNCCNC=C1 C1=CC=CNCCOCC[NH:1]CCOCCNCCNC=C1
C1=CC=CNCCOCCOCCNC=C1 C1=CNCCOCCOCCNC=C[CH:1]=C1
C1=CC=CNCCOCCOCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCOCCOCCN1
C1=CC=CNCCOCCOCCNCCCNC=C1 C1=CC=CNCCOCCOCC[NH:1]CCCNC=C1
C1=CC=CNCCOCCOCCNCCNC=C1 C1=CC=CNCC[NH:1]CCOCCOCCNC=C1
C1=CC=CNCCOCCOCCOCCNC=C1 C1=CNCCOCCOCCOCCNC=C[CH:1]=C1
C1=CC=CNCCOCCOCCOCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCOCCOCCOCCN1
C1=CC=CNCCOCCOCCOCCOCCNC=C1 C1=CNCCOCCOCCOCCOCCNC=C[CH:1]=C1
C1=CC=CNCCOCCOCCOCCOCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCOCCOCCOCCOCCN1
C1=CC=CNCCOCCOCCOCCOCCOCCNC=C1 C1=CNCCOCCOCCOCCOCCOCCNC=C[CH:1]=C1
C1=CC=CNCCOCCOCCOCCOCCOCCNC=C1 C1=C[CH:1]=[CH:1]C=CNCCOCCOCCOCCOCCOCCN1
C1=CC=CNCNCCNCNC=CC=CC=CC=CNCNCCNCNC=CC=C1 C1=CC=CNCNCCNCNC=CC=C[CH:1]=CC=CNCNCCNCNC=CC=C1
C1=CC=CNCNCCNCNC=CC=CCC=CCNCNCCNCNC=CC=C1 C1=CC=CNCNCCNCNC=CC=CCC=[CH:1]CNCNCCNCNC=CC=C1
C1=CC=CNCNCCNCNC=CC=CCC=CCNCNCCNCNC=CC=C1 C1=CC=CNCNCCNCNC=CC=[CH:1]CC=CCNCNCCNCNC=CC=C1
C1=CC=CNCNCCNCNC=CC=CCC=CCNCNCCNCNC=CC=C1 C1=CCC=CCNCNCCNCNC=CC=C[CH:1]=CC=CNCNCCNCNC=C1
C1=CC=CNCNCCNCNC=CC=CCC=CCNCNCCNCNC=CC=C1 C1=CCC=CCNCNCCNCNC=CC=[CH:1]C=CC=CNCNCCNCNC=C1
C1=CC=CNCNCCNCNCC=CCCC=CCNCNCCNCNC=CC=C1 C1=CC=CNCNCCNCNCC=CCCC=[CH:1]CNCNCCNCNC=CC=C1
C1=CC=COC=C1 C1=CC=[CH:1]OC=C1
C1=CC=COC=C1 C1=COC=C[CH:1]=C1
C1=CC=COC=C1 C1=COC=[CH:1]C=C1
C1=CC=COC=C1 C1=CO[CH:1]=[CH:1]C=C1
C1=CC=COC=C1 C1=C[CH:1]=[CH:1]C=CO1
C1=CC=COC=CCCCC=CCOCCC=C1 C1=CC=COC=C[CH2:1]CCC=CCOCCC=C1
C1=CC=COC=CCCCC=CCOCCC=C1 C1=CC=[CH:1]OC=CCCCC=CCOCCC=C1
C1=CC=COC=CCCCCCOC=CCC=C1 C1=CC=COC=CCCCC[CH2:1]OC=CCC=C1
C1=CC=COC=CCCCCCOC=CCC=C1 C1=COC=CCCCCCOC=CCC=[CH:1]C=C1
C1=CC=COC=CCCCCOCC=C1 C1=CC=COC=CCCC[CH2:1]OCC=C1
C1=CC=COC=CCCCCOCC=C1 C1=CC=COC=C[CH2:1]CCCOCC=C1
C1=CC=COCC=CCCNCCCC=CC=COC=CCCCCNC=C1 C1=CC=COCC=CCCNCCCC=CC=COC=CCC[CH2:1]CNC=C1
C1=CC=COCC=CCCNCCCC=CC=COCC=CCCCNC=C1 C1=CC=COCC=CCCNCCCC=CC=COCC=CCC[CH2:1]NC=C1
C1=CC=COCC=CCCNCCCCC=CCOC=CCCCCNC=C1 C1=CC=COCC=CCCNCCCCC=CCOC=CCC[CH2:1]CNC=C1
C1=CC=COCC=CCCNCCCCC=CCOCC=CCCCNC=C1 C1=CC=COCC=CCCNCCCCC=CCOCC=CCC[CH2:1]NC=C1
C1=CC=COCCCCCCOCC=CCC=C1 C1=CC=COCCCCCCOC[CH:1]=CCC=C1
C1=CC=COCCCCCCOCC=CCC=C1 C1=COCCCCCCOCC=CCC=C[CH:1]=C1
C1=CC=COCCCNCCNC=C1 C1=CC=COCCCN[CH2:1]CNC=C1
C1=CC=COCCCNCCNC=C1 C1=CC=COC[CH2:1]CNCCNC=C1
C1=CC=COCCCNCCNC=C1 C1=CC=CO[CH2:1]CCNCCNC=C1
C1=CC=COCCNCCNCCCCCC=C1 C1=CC=COCC[NH:1]CCNCCCCCC=C1
C1=CC=COCCNCCNCCCCCC=C1 C1=CC=CO[CH2:1]CNCCNCCCCCC=C1
C1=CC=COCCNCCNCCCCCC=C1 C1=CC=CO[CH2:1][CH2:1][NH:1]CCNCCCCCC=C1
C1=CC=COCCOCCOCC=CCC=C1 C1=CC=COCCOCCOC[CH:1]=CCC=C1
C1=CC=COCCOCCOCC=CCC=C1 C1=COCCOCCOCC=CCC=C[CH:1]=C1
C1=CC=C[Se]C=C1 C1=C[Se]C=C[CH:1]=C1
C1=CC=NC=C1 C1=CC=[CH:1]N=C1
C1=CC=NC=C1 C1=CN=C[CH:1]=C1
C1=CC=NC=C1 C1=CN=[CH:1]C=C1
C1=CC=NC=C1 C1=CN=[CH:1][CH:1]=C1
C1=CC=NC=C1 C1=C[CH:1]=CC=N1
C1=CC=NC=C1 C1=C[CH:1]=CN=C1
C1=CC=NC=C1 C1=C[CH:1]=[CH:1]C=N1
C1=CC=NC=C1 C1=C[CH:1]=[CH:1]N=C1
C1=CC=NC=C1 C1=C[CH:1]=[CH:1][CH:1]=N1
C1=CC=NC=C1 C1=C[CH:1]=[N:1][CH:1]=C1
C1=CC=NC=C1 C1=NC=[CH:1][CH:1]=C1
C1=CC=NC=C1 C1=NC=[CH:1][CH:1]=[CH:1]1
C1=CC=NC=C1 C1=N[CH:1]=[CH:1][CH:1]=C1
C1=CC=NC=CC=CCC=CCN=CC=CC=COCC=NCCOC=C1 C1=CC=NC=CC=CCC=CCN=[CH:1]C=CC=COCC=NCCOC=C1
C1=CC=NC=CC=CCC=CCN=CC=CC=COCCCCCOC=C1 C1=CC=NC=CC=CCC=CCN=CC=CC=COCC[CH2:1]CCOC=C1
C1=CC=NC=CC=CCC=CCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCC=CCC=CC=CN=[CH:1]C=CC=COCC=NCCOC=C1
C1=CC=NC=CC=CCCC=CC=CN=CC=CC=COCCCCCCCOC=C1 C1=CC=NC=CC=CCCC=CC=CN=CC=CC=COCCC[CH2:1]CCCOC=C1
C1=CC=NC=CC=CCCC=CC=CN=CC=CC=COCCCCCOC=C1 C1=CC=NC=CC=CCCC=CC=CN=CC=CC=COCC[CH2:1]CCOC=C1
C1=CC=NC=CC=CCCC=CC=CN=CCC=CCOCCCCCCCOC=C1 C1=CC=NC=CC=CCCC=CC=CN=CCC=CCOCCC[CH2:1]CCCOC=C1
C1=CC=NC=CC=CCCC=CC=CN=CCC=CCOCCCCCOC=C1 C1=CC=NC=CC=CCCC=CC=CN=CCC=CCOCC[CH2:1]CCOC=C1
C1=CC=NC=CC=CCCCC=CCN=CC=CC=COCCCCCCCOC=C1 C1=CC=NC=CC=CCCCC=CCN=CC=CC=COCCC[CH2:1]CCCOC=C1
C1=CC=NC=CC=CCCCC=CCN=CC=CC=COCCCCCOC=C1 C1=CC=NC=CC=CCCCC=CCN=CC=CC=COCC[CH2:1]CCOC=C1
C1=CC=NC=CC=CN=CC=CC=COCCN=CCOC=C1 C1=CC=NC=CC=CN=C[CH:1]=CC=COCC=NCCOC=C1
C1=CC=NC=CC=CN=CC=CC=COCCN=CCOC=C1 C1=CC=NC=CC=CN=[CH:1]C=CC=COCC=NCCOC=C1
C1=CC=NC=CC=CN=CCC=CCOCC=NCCOC=C1 C1=CC=NC=CC=CN=CCC=[CH:1]COCC=NCCOC=C1
C1=CC=NC=CC=CN=CCC=CCOCC=NCCOC=C1 C1=CC=NC=CC=CN=[CH:1]CC=CCOCC=NCCOC=C1
C1=CC=NC=CC=CN=CCC=CCOCCN=CCOC=C1 C1=CN=CCC=CCOCCN=CCOC=CC=C[CH:1]=NC=C1
C1=CC=NC=CC=CN=CCC=CCOCCN=CCOC=C1 C1=CN=CCC=CCOCCN=CCOC=CC=[CH:1]C=NC=C1
C1=CC=NC=CCC=CCCOC=CCCCCCCCCC=C1 C1=CC=NC=CCC=CCCOC=C[CH2:1]CCCCCCCC=C1
C1=CC=NC=CCCCCCOC=CCCCCCCCCC=C1 C1=CCCCCCCCCC=COCCCCCC=CN=[CH:1]C=C1
C1=CC=NCC=C1 C1=CC=N[CH2:1]C=C1
C1=CC=NCC=C1 C1=CC=[CH:1]CN=C1
C1=CC=NCC=C1 C1=CC=[CH:1][CH2:1]N=C1
C1=CC=NCC=C1 C1=CCN=C[CH:1]=C1
C1=CC=NCC=C1 C1=C[CH:1]=CC=NC1
C1=CC=NCC=C1 C1=C[CH:1]=CCN=C1
C1=CC=NCC=C1 C1=C[CH:1]=[CH:1]C=NC1
C1=CC=NCC=C1 C1=C[CH:1]=[CH:1]CN=C1
C1=CC=NCC=CC=CCCOC=CCCCCCCCCC=C1 C1=CC=NCC=CC=CCCOC=C[CH2:1]CCCCCCCC=C1
C1=CC=NCC=CC=CC[NH+]=CC=CNCC=CC=CCC=CC=CCNC=CC=[NH+]CC=C1 C1=CCC=CC=CCNC=CC=[NH+]CC=CC=C[CH:1]=NCC=CC=CC[NH+]=CC=CNCC=C1
C1=CC=NCC=CC=CC[NH+]=CC=CNCC=CC=CCCC=CCCNC=CC=[NH+]CC=C1 C1=CCCC=CCCNC=CC=[NH+]CC=CC=C[CH:1]=NCC=CC=CC[NH+]=CC=CNCC=C1
C1=CC=NCC=CC=CC[NH+]=CC=CNCCC=CCCC=CC=CCNC=CC=[NH+]CC=C1 C1=CCCC=CCCNC=CC=[NH+]CC=CC=CCN=[CH:1]C=CC=CC[NH+]=CC=CNCC=C1
C1=CC=NCC=CCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCC=CCN=C[CH:1]=CC=COCC=NCCOC=C1
C1=CC=NCC=CCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCC=CCN=[CH:1]C=CC=COCC=NCCOC=C1
C1=CC=NCC=CCN=CCC=CCOCC=NCCOC=C1 C1=CC=NCC=CCN=CCC=[CH:1]COCC=NCCOC=C1
C1=CC=NCCC=CCCCOC=CCCCCCCCCC=C1 C1=CC=N[CH2:1]CC=CCCCOC=CCCCCCCCCC=C1
C1=CC=NCCC=CCC[NH+]=CC=CNCC=CC=CCC=CC=CCNC=CC=[NH+]CC=C1 C1=CCC=CC=CCNC=CC=[NH+]CCC=CCCN=[CH:1]C=CC=CC[NH+]=CC=CNCC=C1
C1=CC=NCCC=CCC[NH+]=CC=CNCC=CC=CCCC=CCCNC=CC=[NH+]CC=C1 C1=CCCC=CCCNC=CC=[NH+]CC=CC=C[CH:1]=NCCC=CCC[NH+]=CC=CNCC=C1
C1=CC=NCCCCCCCCCC=CCCC=C1 C1=CC=N[CH2:1]CCCCCCCCC=CCCC=C1
C1=CC=NCCCCCCCCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCCCCCCCCN=C[CH:1]=CC=COCC=NCCOC=C1
C1=CC=NCCCCCCCCN=CCC=CCOCC=NCCOC=C1 C1=CC=NCCCCCCCCN=C[CH2:1]C=CCOCC=NCCOC=C1
C1=CC=NCCCCCCCCN=CCC=CCOCCN=CCOC=C1 C1=COCC=NCCOCC=CCC=NCCCCCCCCN=C[CH:1]=C1
C1=CC=NCCCCCN=CCN=CCN=CCCCN=C1 C1=CC=N[CH2:1]CCCCN=CCN=CCN=CCCCN=C1
C1=CC=NCCCCCN=CCN=CCN=CCN=C1 C1=CC=NCCCCCN=CCN=C[CH2:1]N=CCN=C1
C1=CC=NCCCCCN=CCN=CCN=CCN=C1 C1=CC=N[CH2:1]C=NCC=NCC=NCCCCCN=C1
C1=CC=NCCCCCN=CCN=CCN=CCN=C1 C1=CC=N[CH2:1]CCCCN=CCN=CCN=CCN=C1
C1=CC=NCCCCCN=CCN=CCN=CN=C1 C1=CC=N[CH2:1]CCCCN=CCN=CCN=CN=C1
C1=CC=NCCNCCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCCNCCN=C[CH:1]=CC=COCCN=CCOC=C1
C1=CC=NCCNCCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCCNCCN=[CH:1]C=CC=COCCN=CCOC=C1
C1=CC=NCCNCCN=CCC=CCOCC=NCCOC=C1 C1=COCCN=CCOCC=CCC=NCCNCCN=C[CH:1]=C1
C1=CC=NCCNCCN=CCC=CCOCC=NCCOC=C1 C1=COCCN=CCOCC=CCC=NCCNCCN=[CH:1]C=C1
C1=CC=NCCNCCN=CCC=CCOCCN=CCOC=C1 C1=CC=NCCNCCN=CCC=[CH:1]COCCN=CCOC=C1
C1=CC=NCCNCCN=CCC=CCOCCN=CCOC=C1 C1=CC=NCCNCCN=[CH:1]CC=CCOCCN=CCOC=C1
C1=CC=NCCNCCNCCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCCNCCNCCN=C[CH:1]=CC=COCC=NCCOC=C1
C1=CC=NCCNCCNCCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCCNCCNCCN=[CH:1]C=CC=COCC=NCCOC=C1
C1=CC=NCCNCCNCCN=CCC=CCOCC=NCCOC=C1 C1=CC=NCCNCCNCCN=C[CH2:1]C=CCOCC=NCCOC=C1
C1=CC=NCCNCCNCCN=CCC=CCOCC=NCCOC=C1 C1=CC=NCCNCCNCCN=[CH:1]CC=CCOCC=NCCOC=C1
C1=CC=NCCNCCNCCN=CCC=CCOCCN=CCOC=C1 C1=COCC=NCCOCC=CCC=NCCNCCNCCN=C[CH:1]=C1
C1=CC=NCCNCCNCCN=CCC=CCOCCN=CCOC=C1 C1=COCC=NCCOCC=CCC=NCCNCCNCCN=[CH:1]C=C1
C1=CC=NCCOCCN=CC=CC=COCCN=CCOC=C1 C1=CC=NCCOCCN=[CH:1]C=CC=COCCN=CCOC=C1
C1=CC=NCCOCCN=CCC=CCOCC=NCCOC=C1 C1=COCCN=CCOCC=CCC=NCCOCCN=[CH:1]C=C1
C1=CC=NCCOCCN=CCC=CCOCCN=CCOC=C1 C1=CC=NCCOCCN=[CH:1]CC=CCOCCN=CCOC=C1
C1=CC=NCN=C1 C1=CC=N[CH2:1]N=C1
C1=CC=NCN=C1 C1=C[CH:1]=NCN=C1
C1=CC=NN=C1 C1=C[CH:1]=NN=C1
C1=CC=NN=C1 C1=NN=C[CH:1]=C1
C1=CC=NN=C1 C1=NN=[CH:1][CH:1]=C1
C1=CC=NN=C1 C1=NN=[CH:1][CH:1]=[CH:1]1
C1=CC=NNC=C1 C1=CC=N[NH:1]C=C1
C1=CC=NNC=C1 C1=CNN=C[CH:1]=C1
C1=CC=NNC=C1 C1=C[CH:1]=CC=NN1
C1=CC=NNC=C1 C1=C[CH:1]=[CH:1]C=NN1
C1=CC=NNCC=CC=CCNN=CC=CCC=NNCC=CC=CCNN=CC=C1 C1=CC=NNCC=CC=CCNN=CCC=[CH:1]C=NNCC=CC=CCNN=CC=C1
C1=CC=NNCC=CC=CCNN=CC=CCC=NNCCC=CCCNN=CC=C1 C1=CC=NNCC=CC=CCNN=C[CH:1]=CCC=NNCCC=CCCNN=CC=C1
C1=CC=NNCC=CC=CCNN=CCC=CC=NNCCC=CCCNN=CC=C1 C1=CC=NNCC=CC=CCNN=CCC=[CH:1]C=NNCCC=CCCNN=CC=C1
C1=CC=NNCCC=CCCNN=CC=CCC=NNCCC=CCCNN=CC=C1 C1=CC=NNCCC=CCCNN=CCC=[CH:1]C=NNCCC=CCCNN=CC=C1
C1=CC=NNCCCCCNCCCCN=CCN=CCN=CCN=C1 C1=CC=N[CH2:1]C=NCC=NCC=NCCCCNCCCCCNN=C1
C1=CC=NNCCCCNCCCCN=CCN=CCN=CCN=C1 C1=CC=N[CH2:1]C=NCC=NCC=NCCCCNCCCCNN=C1
C1=CC=NNCCNN=CC=CC=COCCN=CCOC=C1 C1=CC=NNC[CH2:1]NN=CC=CC=COCCN=CCOC=C1
C1=CC=NNCCNN=CCC=CCOCC=NCCOC=C1 C1=CC=NN[CH2:1]CNN=CCC=CCOCC=NCCOC=C1
C1=CC=NNCCNN=CCC=CCOCCN=CCOC=C1 C1=CC=NNC[CH2:1]NN=CCC=CCOCCN=CCOC=C1
C1=CC=S=C1 C1=C[CH:1]=S=C1
C1=CC=[NH+]C=C1 C1=CC=[CH:1][NH+]=C1
C1=CC=[NH+]C=C1 C1=CC=[NH+:1]C=C1
C1=CC=[NH+]C=C1 C1=CC=[NH+:1][CH:1]=C1
C1=CC=[NH+]C=C1 C1=C[CH:1]=CC=[NH+]1
C1=CC=[NH+]C=C1 C1=C[CH:1]=C[NH+]=C1
C1=CC=[NH+]C=C1 C1=C[CH:1]=[CH:1]C=[NH+]1
C1=CC=[NH+]C=C1 C1=C[CH:1]=[CH:1][CH:1]=[NH+]1
C1=CC=[NH+]C=C1 C1=C[CH:1]=[CH:1][NH+:1]=C1
C1=CC=[NH+]C=C1 C1=C[CH:1]=[CH:1][NH+]=C1
C1=CC=[NH+]C=C1 C1=C[CH:1]=[NH+:1][CH:1]=C1
C1=CC=[NH+]C=C1 C1=C[NH+:1]=[CH:1][CH:1]=C1
C1=CC=[NH+]C=C1 C1=C[NH+]=C[CH:1]=C1
C1=CC=[NH+]C=C1 C1=C[NH+]=[CH:1]C=C1
C1=CC=[NH+]C=C1 C1=C[NH+]=[CH:1][CH:1]=C1
